article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
live_295715,시장동향,"'AI 속도조절' 제기 앤트로픽, 외부 안전 평가기관 지정 - MBC 뉴스",2026-09-19,"'AI 속도조절' 제기 앤트로픽, 외부 안전 평가기관 지정 MBC 뉴스","'AI 속도조절' 제기 앤트로픽, 외부 안전 평가기관 지정 MBC 뉴스",https://news.google.com/rss/articles/CBMidEFVX3lxTE45aWlYWS1ZTUFXZ2oxSzlvcGI2d3VKS2lJbHdIamZCZzFfUXhBZnU4aGRvRGgwY096bjdNY2JuV2RoR1QwRlJ2anJ4ekxNZXdJT2RfWUdPZ0I1Wm05RFB0dDJhUzZGVi1XSXp1TXdzZHU1OHpM0gF0QVVfeXFMTmo4aWJFX0xoMjZ1OTZLbVdlUU5weWdpd1dBSnRkMTctc3pJOFI5S2hTbmpra1ItTVNwUG9TbGZfU1p4NUlKYWplT29pVDZ0UXU3OTBUN0ZSdmV0ejFJZ2dyQW1pN0s2T29PbjVNX29WQlEyakI?oc=5,MBC 뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_678403,시장동향,"'AI 기본사회' 국민숙의단, 오늘부터 1박2일 토론회 - 연합뉴스",2026-09-19,"'AI 기본사회' 국민숙의단, 오늘부터 1박2일 토론회 연합뉴스","'AI 기본사회' 국민숙의단, 오늘부터 1박2일 토론회 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9sSjVpWWhVc0luQmV0Vk02TzljQjRJRWQ0Qm5FYTRwUjFQaVJtUGREb2gtOVdnLU5ETmpURjdlUjB3UHBoWVhZUGIxT0VpUmhUZzdRNFAycTBsV2vSAWBBVV95cUxPZ3FTOUYyMjBPNmZkSmxtV28wUkdpcS1ZZGRvcGhpZGowM1VQUlgzZzhvVzFycU0tdGZZTDJaWG13ZjlkZF9WU3VjeENEaUExbXRvWWNGdTJJNUJDcUZoMEs?oc=5,연합뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_035169,시장동향,[안광섭 AI 진테제] AI 데이터센터 본질...복잡한 4각 함수 - 지디넷코리아,2026-09-19,[안광섭 AI 진테제] AI 데이터센터 본질...복잡한 4각 함수 지디넷코리아,[안광섭 AI 진테제] AI 데이터센터 본질...복잡한 4각 함수 지디넷코리아,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1jZFR1ek5Ub2c2dlhKTHhkZUpuN0E3M0RoSjhLb1BWTzUwVzBORHRfQ05jbGFoeFAyXzFiT0RGcGwtLXRNdDRmZW9Hd00zWnBjNUtFeFZB?oc=5,지디넷코리아,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_153018,시장동향,"“친구보다 편해요”…AI에 속마음 털어놓는 사람들, 이유가? - 매일경제",2026-09-18,"“친구보다 편해요”…AI에 속마음 털어놓는 사람들, 이유가? 매일경제","“친구보다 편해요”…AI에 속마음 털어놓는 사람들, 이유가? 매일경제",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5pWmViWUh5U0R2WkY0ZklkNTh3YmV6NGZROWdqM0NMa0JRWVhMRUs2NG4tM1RaQmExSWg3UWpqTXkwbEUyNkd2enZhOEhNek0tbGN5Nw?oc=5,매일경제,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_565784,시장동향,"구글 AI 제미나이도 통제 벗어나 외부 해킹‥""3개 기업 침투"" - v.daum.net",2026-09-19,"구글 AI 제미나이도 통제 벗어나 외부 해킹‥""3개 기업 침투"" v.daum.net","구글 AI 제미나이도 통제 벗어나 외부 해킹‥""3개 기업 침투"" v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9Ja04xYnd5S1hYMjg1Y0FSeF9lNWZNUnktSmNfVDBmRDNxS28ta1dBbjVUWHN5b3pmT255Zl9oSGZTZFBwbUluWC1abVhIMEE?oc=5,v.daum.net,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_624140,시장동향,"술레이만 ""오픈AI의 '셀프 프롬프트 인젝션'은 매우 심각한 상황"" - AI타임스",2026-09-19,"술레이만 ""오픈AI의 '셀프 프롬프트 인젝션'은 매우 심각한 상황"" AI타임스","술레이만 ""오픈AI의 '셀프 프롬프트 인젝션'은 매우 심각한 상황"" AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBsNnk4c1Nnb2hZTDBOZEJFV21VQlRIU290ZHlwNGZIZGZOaHNPX3A4RElGeFJacUZxR3ozWG1mQ3RLUVFQTFpSeUc3Ui0xNV9pVUtGWE40UmVCWG9nemVUVXVxczlraXpBV1E?oc=5,AI타임스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_383830,시장동향,"“교육 AI 품질, 데이터가 결정”…AI 플랫폼이 바꾸는 교실 - etnews.com",2026-09-19,"“교육 AI 품질, 데이터가 결정”…AI 플랫폼이 바꾸는 교실 etnews.com","“교육 AI 품질, 데이터가 결정”…AI 플랫폼이 바꾸는 교실 etnews.com",https://news.google.com/rss/articles/CBMiTkFVX3lxTE0tV1dzRzY3S3BNQnFkbHhkemxib01qT1IyeFROX3NZVjRsU3ZjR0pvMWpBWktqeHMtUnNPVjVVcDZZNW9kTWQ4Rkp2WnhxZw?oc=5,etnews.com,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_928443,시장동향,아스트라가 99.9점 받았다는 ‘인간 vs AI 판별 시험’ - 디지털데일리,2026-09-19,아스트라가 99.9점 받았다는 ‘인간 vs AI 판별 시험’ 디지털데일리,아스트라가 99.9점 받았다는 ‘인간 vs AI 판별 시험’ 디지털데일리,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9WSkRSQUZhX1lCS0p6azRXNnVrcVl2VlYyMENrZWxrSDZmbUlKSTJKY3NZQzk4REtjbGtNZ3pmbkt2WXUtR09wVHppNmE2LTA2TU5GOXFDYkpGaUVZM1ROMElWWDc?oc=5,디지털데일리,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_479474,시장동향,[Why] “따라잡기 전에 못 늦춰”… 中 화웨이가 美 AI업계의 ‘속도조절론’에 선 그은 이유 - 조선비즈 - Chosunbiz,2026-09-18,[Why] “따라잡기 전에 못 늦춰”… 中 화웨이가 美 AI업계의 ‘속도조절론’에 선 그은 이유 - 조선비즈 Chosunbiz,[Why] “따라잡기 전에 못 늦춰”… 中 화웨이가 美 AI업계의 ‘속도조절론’에 선 그은 이유 - 조선비즈 Chosunbiz,https://news.google.com/rss/articles/CBMingFBVV95cUxQQUQ1ZDRpYmUzZkpwc1N6UnpzT29CR0VfOFowcUpfYzFNQVBwSU5qRWVZeVEtTkx1SVFMcFVXM2dyR0xxZU11N0NEZGJWOWYyQ09IM05WTk5UOGEtU3Q1TWtaT0haTTd3UE40TlBmck1WQXU1M2VHUmc1Sk43ZHU3bHJrX3hvbWRpSjkwQWk5bXJOSGMtOHp6dUxBTTFXUdIBsgFBVV95cUxPekx5Mm1Cb0UzVXRkWVlfUWFLbXp3YU4yWVgtQVZ0MXNoUjdER0hCcUlTWlV4NE9LVFk3T0d6RlFkY2l0QTVuZ3BlSU5IanU0aUlxb1p6eXRsdkdQTmprX0t5cWZadFR0Y1hWUXRIUVdWU2J1YjNVQUpBb09nQUpaMDFGNG05WlFSRW56bWNtNkh5bGxibW9lNWlPUmlaeGswYmR6Z3ZjYTVrRjMwTFRDLWVB?oc=5,Chosunbiz,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_940805,시장동향,"AI가 만든 '가짜 정보'에 속은 미군, 중국과 전쟁 날 뻔했다 - 머니투데이 - 머니투데이",2026-09-19,"AI가 만든 '가짜 정보'에 속은 미군, 중국과 전쟁 날 뻔했다 - 머니투데이 머니투데이","AI가 만든 '가짜 정보'에 속은 미군, 중국과 전쟁 날 뻔했다 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1ObUs4d3Q5anZGcERweDhJRUthVFRJdFVXQWxxTjVmMzBSSFk0UWc0alVoMUVnWTZYMGV4MUVORmFYdFc2Mk5ic01zbVhGLU5wa1lLcXZOLU5DazN6TmZlVDlMb200eDJ60gFuQVVfeXFMTVgyM2IzTDNVZDRTT1JYanhuWWc4SU1DOFZ1bGtxRktrYTBycldNWTRDQWs1QlZZanlZclFYX2FaNHhySFJVeUpDUXhfdl84Z2RfY2lsbnhDWk90MTFMTzR6TjFISFVsblFXUE90ZEE?oc=5,머니투데이,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_957291,시장동향,경제회복 이끈 'AI 전도사' 구윤철…'약해진 경제사령탑'은 숙제로 - 연합인포맥스,2026-09-18,경제회복 이끈 'AI 전도사' 구윤철…'약해진 경제사령탑'은 숙제로 연합인포맥스,경제회복 이끈 'AI 전도사' 구윤철…'약해진 경제사령탑'은 숙제로 연합인포맥스,https://news.google.com/rss/articles/CBMicEFVX3lxTFB2cFJNZlo4cXFnOElhdnNaejJqRFdPektUcy0yaUo4Zmh3OUVzQzdDM09Ycm5iQ1RKd0h1Zk5nMGFBSU1Ka0thTk1UaHd1WjBpYmJObDM5NGRvWEk0V05TS0JuTHE0eHl3clk5X0VpTE8?oc=5,연합인포맥스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_873069,시장동향,“앤트로픽 클로드로 오픈AI 해킹 성공”... 포상금 900만원 - 보안뉴스,2026-09-19,“앤트로픽 클로드로 오픈AI 해킹 성공”... 포상금 900만원 보안뉴스,“앤트로픽 클로드로 오픈AI 해킹 성공”... 포상금 900만원 보안뉴스,https://news.google.com/rss/articles/CBMia0FVX3lxTFBMQ053TlcyQ3AtTTNnR0Fub01nWHRIVnFCekRmdlJndUFBRGpocm13MnhMdWR6dFFJOHBMUWN1aDA1cXFtT0wwX3BfbUNrcUFISXFPd0tpLUVjOENUdHRPVkxicnY5M0txVUxN?oc=5,보안뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_741863,시장동향,미중 정상회담 ‘AI’ ‘관세’ 주요 의제…미 빅테크 CEO들 만찬 참석 - 한겨레,2026-09-19,미중 정상회담 ‘AI’ ‘관세’ 주요 의제…미 빅테크 CEO들 만찬 참석 한겨레,미중 정상회담 ‘AI’ ‘관세’ 주요 의제…미 빅테크 CEO들 만찬 참석 한겨레,https://news.google.com/rss/articles/CBMiggFBVV95cUxNSEFSdXp1WlVlN0VTOEg2dGRkb0NNd0VCMDFHdHBleFlMZ0NIMk1NUTdzelV6anNMS0tTSWp1TGFDT0VZdmk0ZXZ1dDYxTTU2a2x4NF9EMTZQVk5uTnhNVngtSC1YZy1GS0U3OG5qbVAxNkJBbjl2cXdFUUhUYnp3WUx3?oc=5,한겨레,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_229919,시장동향,미중정상회담 의제로 AI·관세 오른다…만찬에 美 AI CEO들 참석 - 연합뉴스,2026-09-18,미중정상회담 의제로 AI·관세 오른다…만찬에 美 AI CEO들 참석 연합뉴스,미중정상회담 의제로 AI·관세 오른다…만찬에 美 AI CEO들 참석 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBMZEl2a2lTWEk3SGQwc0g4S0Ezb2Flc1dTWVJyVXlhNndrNk1xa3d6U1RVc3VXMVZ3Q1dlcHJBTzNCdmxTSzcyTTRvQ2E5Z2ttRHExOWpKcFllRE3SAWBBVV95cUxORDU0U1ZGZ05sclJZdWZGdkN4S283dlVuVUdlYlNEanpHZTJZaUdJZmRWa19vLTRlTzBWVXJLWC15cTdJTkZTYlNlWTZUa1phQ3dJSjlMR2RobldrRDRSOXY?oc=5,연합뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_955271,시장동향,"[AI는 지금] AI 투자, 오픈AI·앤트로픽에 몰렸다…韓도 상위 10곳 74.5% 점유 - 지디넷코리아",2026-09-19,"[AI는 지금] AI 투자, 오픈AI·앤트로픽에 몰렸다…韓도 상위 10곳 74.5% 점유 지디넷코리아","[AI는 지금] AI 투자, 오픈AI·앤트로픽에 몰렸다…韓도 상위 10곳 74.5% 점유 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9vM2FtOVRjYjVlRnRsSDhISnZZSWFBbVdRRjJwNE9MRi04WHlFcXF0Wi1rNW9CRENoRC1VeEMzd3NqTTR2MFhJa3c0M2NJN2ZWTUNVaVlR?oc=5,지디넷코리아,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_897732,시장동향,"전문가들 ""AI 기업에 독립평가자 배치해야""…공개서한 발표 - 연합뉴스TV",2026-09-19,"전문가들 ""AI 기업에 독립평가자 배치해야""…공개서한 발표 연합뉴스TV","전문가들 ""AI 기업에 독립평가자 배치해야""…공개서한 발표 연합뉴스TV",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBHWkJJOC1QaGpheUpzVjZrSjVtVzc0c2E5R09VOGRidFFxcTlnM2lvN3l6Ni04ZExxeWFGcjFtUkt6LVBxNnZaYWpuZmFtRUdEcTd5U0dha0VKdnRzaUE0LVcyOFhoMlU?oc=5,연합뉴스TV,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_310777,시장동향,"디즈니, 사상 첫 CTO 선임…'저작권 마찰' 캐릭터닷AI CEO 영입 - AI타임스",2026-09-19,"디즈니, 사상 첫 CTO 선임…'저작권 마찰' 캐릭터닷AI CEO 영입 AI타임스","디즈니, 사상 첫 CTO 선임…'저작권 마찰' 캐릭터닷AI CEO 영입 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTFB6NGFFQnQ3OGwzRktfSEtGMFNJZVBiVU1MOVFFelY5UTVVaTdGSm1zZ1N1cjJLZkFtNTR4UE1QUUVRTFF0cVdJLTFXV3NLd25kMGZ0Sy1BYVg5RG9qQzcyS2xSUzRZTHJJM3c?oc=5,AI타임스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_119650,시장동향,"""AI 인프라 병목, GPU에서 '메모리'로 이동…내년 공급부족 심화"" - 연합인포맥스",2026-09-18,"""AI 인프라 병목, GPU에서 '메모리'로 이동…내년 공급부족 심화"" 연합인포맥스","""AI 인프라 병목, GPU에서 '메모리'로 이동…내년 공급부족 심화"" 연합인포맥스",https://news.google.com/rss/articles/CBMicEFVX3lxTFBFVWlyUTJzWXE3UEdtVHNtS2FBczRyd2R2MFhqZ09rV2tGRHJyNU1XdTllWTV1NnF4TGR4RGpRMlFhU3MzMmtXSlh1anZJaHBDTVZ6OWxpcUpNeVYxU043TWxpSF93SGxPRlFiOHNQYXY?oc=5,연합인포맥스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_736014,시장동향,[테크톡노트] AI에 '안전벨트'를 채워라…하네스가 필요한 이유 - 연합뉴스,2026-09-19,[테크톡노트] AI에 '안전벨트'를 채워라…하네스가 필요한 이유 연합뉴스,[테크톡노트] AI에 '안전벨트'를 채워라…하네스가 필요한 이유 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE93S1FWaWg5UTRoai1JZjl5dmN5bm43V3lvUXg3Y2ZCc0NQVldER3dDS3A1WkFpNXdhZFJDNDhZSXQ5eXFKOGhoRjl6LXRlUk9OZjM1TzF5UjlWeknSAWBBVV95cUxPczFwX3NfdDZiU1hIWUFFbXJWTmxiYXRvcEUwc1dNZU00emdyNkZCVHBkZk1WcmFpcUpuQzFZYWJDb2dxUktWNVIwRVFPc0JSbVhyRnlvOW9nT2hUM2RZNFQ?oc=5,연합뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_748127,시장동향,[9월18일] AI가 다음 AI에게 지시를 남겼다…오픈AI서 드러난 ‘셀프 프롬프트 인젝션’ - AI타임스,2026-09-18,[9월18일] AI가 다음 AI에게 지시를 남겼다…오픈AI서 드러난 ‘셀프 프롬프트 인젝션’ AI타임스,[9월18일] AI가 다음 AI에게 지시를 남겼다…오픈AI서 드러난 ‘셀프 프롬프트 인젝션’ AI타임스,https://news.google.com/rss/articles/CBMiakFVX3lxTFBBYzY1U0J5eWpCTEk3ZEw0Nk03N2x0c25pUU1vNExQS2MwSUMxSUVzM0VkNndoc3NvWmlLUVkzQzFtOGY0SjJ4TTA2aEpoNzNPMHJuSG5EaXZNV3Z5cFAzaVRiWktXMmpDU3c?oc=5,AI타임스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_724817,시장동향,"올트먼, 내주 유엔 안보리서 발표…""AI안전 표준 필요성 강조"" - 연합뉴스",2026-09-18,"올트먼, 내주 유엔 안보리서 발표…""AI안전 표준 필요성 강조"" 연합뉴스","올트먼, 내주 유엔 안보리서 발표…""AI안전 표준 필요성 강조"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1adWJGOUFhcXhDQmFxY3NFSWtxeW1wdG9CNHpxbDBvS05jSWlaeGZyMTVpR1RDbEdZMUxFb2QtU3Q2WjhNTHdoSlJORVJzTjYxSl9KRzVJeFBRTDjSAWBBVV95cUxPbkVNVG41TG5BV0V5YTA4eEM3enk0VTRudk1sMFhUcWhUMUVQOHN0R0F4bEtKSlRrODdiMEhPV1V2TVFJU29mMUR4bEU3Nnk0aWltalUzS0VuSWNWbmY0NnA?oc=5,연합뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_543766,시장동향,"""미군, AI 거짓보고에 대중 군사작전 직전까지…전쟁 시작할 뻔"" - 연합뉴스",2026-09-18,"""미군, AI 거짓보고에 대중 군사작전 직전까지…전쟁 시작할 뻔"" 연합뉴스","""미군, AI 거짓보고에 대중 군사작전 직전까지…전쟁 시작할 뻔"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9xMTJnZm9ZcjZQNmQ1Zjd5elM3TWZ0WlF3Mlh1TGRCeXc2NjRBcmhBU2lRR2dPS21QbG42NHNYRG5FRjJMWGlveXBoRW42WFF1SjN3Qml4UHhvVUnSAWBBVV95cUxOZXUybEt4bDVlZEZya0lQVWhPNnBBS1NSN2R1dWxENDZHNWpyX0ZGMlA3RlNwNzJuOWVWUWo5MWdLTUtMb0d2bXlqSnVHZWxrdGQ4NmhtbjBVdGhGZkdqRUk?oc=5,연합뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_438149,시장동향,"미국 캘리포니아 주지사, ’AI 킬스위치’ 행정명령…트럼프 맹비난 - 연합뉴스TV",2026-09-19,"미국 캘리포니아 주지사, ’AI 킬스위치’ 행정명령…트럼프 맹비난 연합뉴스TV","미국 캘리포니아 주지사, ’AI 킬스위치’ 행정명령…트럼프 맹비난 연합뉴스TV",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1meWhzWG54UHJDRGhUREFPMGN0WnpISmRadExCRkZraHNHem5RTlhISlhORzFTd2VVR2g5eW94RDVhZUg4Y0hEc0NoVk95ZWIwMHdXT0dRYXJaX1hvZFREZERLN2lzUzg?oc=5,연합뉴스TV,AI,AI,2026-09-19 06:33:52,N,N,live_rss
live_904622,시장동향,"AI전문가들 ""앤트로픽·오픈AI, 독립 안전평가 필요""…공개서한 - 연합뉴스",2026-09-18,"AI전문가들 ""앤트로픽·오픈AI, 독립 안전평가 필요""…공개서한 연합뉴스","AI전문가들 ""앤트로픽·오픈AI, 독립 안전평가 필요""…공개서한 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1ab1BlcjJfSHR4bXNqUURWdlFVZnFuZzctcWNpUlh4M3pmOGpKa0FzX0hSbVNGbkUtUXVqQjdlanZMM1J3aVFnVk4tNFpkSmktR2s4NW9RbmY3Mm_SAWBBVV95cUxNaXdQcVlXTEQ3VFZSbVNIMW12cmRMakVnRkhERVRMT3dMOVhsS2N5RmRKamVjMjlJeExBekpuelg1aFRWbzJSRXlLREVmOWxua0VZN0VJcDI5S2hFQ3dOZEo?oc=5,연합뉴스,AI,AI,2026-09-19 06:33:52,N,N,live_rss
